City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,105kg,M,Gold
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,56kg,M,Gold
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,62kg,M,Gold
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,69kg,M,Gold
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,77kg,M,Gold
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,85kg,M,Gold
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,94kg,M,Gold
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 125 kg,M,Gold
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 57 kg,M,Gold
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 65 kg,M,Gold
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 74 kg,M,Gold
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 86 kg,M,Gold
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 97 kg,M,Gold
Rio de Janeiro,2016,Wrestling,Wrestling Gre-R,,,,Greco-Roman 130 kg,M,Gold
Rio de Janeiro,2016,Wrestling,Wrestling Gre-R,,,,Greco-Roman 59 kg,M,Gold
Rio de Janeiro,2016,Wrestling,Wrestling Gre-R,,,,Greco-Roman 66 kg,M,Gold
Rio de Janeiro,2016,Wrestling,Wrestling Gre-R,,,,Greco-Roman 75 kg,M,Gold
Rio de Janeiro,2016,Wrestling,Wrestling Gre-R,,,,Greco-Roman 85 kg,M,Gold
Rio de Janeiro,2016,Wrestling,Wrestling Gre-R,,,,Greco-Roman 98 kg,M,Gold
London,2012,Badminton,Badminton,Zhao Yunlei,CHN,Women,Mixed Doubles,X,Gold
London,2012,Badminton,Badminton,Zhang Nan,CHN,Men,Mixed Doubles,X,Gold
London,2012,Equestrian,Dressage,Charlotte Dujardin,GBR,Women,Dressage Individual,X,Gold
London,2012,Equestrian,Dressage,Charlotte Dujardin,GBR,Women,Dressage Team,X,Gold
London,2012,Equestrian,Dressage,Carl Hester,GBR,Men,Dressage Team,X,Gold
London,2012,Equestrian,Dressage,Laura Tomlinson,GBR,Women,Dressage Team,X,Gold
London,2012,Equestrian,Eventing,Michael Jung,GER,Men,Eventing Individual,X,Gold
London,2012,Equestrian,Eventing,Michael Jung,GER,Men,Eventing Team,X,Gold
London,2012,Equestrian,Eventing,Sandra Auffarth,GER,Women,Eventing Team,X,Gold
London,2012,Equestrian,Eventing,Ingrid Klimke,GER,Women,Eventing Team,X,Gold
London,2012,Equestrian,Eventing,Dirk Schrade_,GER,Men,Eventing Team,X,Gold
London,2012,Equestrian,Eventing,Peter Thomsen,GER,Men,Eventing Team,X,Gold
London,2012,Equestrian,Jumping,Steve Guerdat,SUI,Men,Jumping Individual,X,Gold
London,2012,Equestrian,Jumping,Nick Skelton,GBR,Men,Jumping Team,X,Gold
London,2012,Equestrian,Jumping,Ben Maher,GBR,Men,Jumping Team,X,Gold
London,2012,Equestrian,Jumping,Peter Charles_,GBR,Men,Jumping Team,X,Gold
London,2012,Equestrian,Jumping,Scott Brash,GBR,Men,Jumping Team,X,Gold
London,2012,Tennis,Tennis,Max Mirnyi,BLR,Men,Mixed Doubles,X,Gold
London,2012,Tennis,Tennis,Victoria Azarenka,BLR,Women,Mixed Doubles,X,Gold
Rio de Janeiro,2016,Badminton,Badminton,Liliyana Natsir,INA,Women,Mixed Doubles,X,Gold
Rio de Janeiro,2016,Badminton,Badminton,Tontowi Ahmad,INA,Men,Mixed Doubles,X,Gold
Rio de Janeiro,2016,Equestrian,Dressage,Charlotte Dujardin,GBR,Women,Dressage Individual,X,Gold
Rio de Janeiro,2016,Equestrian,Dressage,S_nke Rothenberger_,GER,Women,Dressage Team,X,Gold
Rio de Janeiro,2016,Equestrian,Dressage,Dorothee Schneider,GER,Women,Dressage Team,X,Gold
Rio de Janeiro,2016,Equestrian,Dressage,Kristina Br_ring-Sprehe_,GER,Women,Dressage Team,X,Gold
Rio de Janeiro,2016,Equestrian,Dressage,Isabell Werth,GER,Women,Dressage Team,X,Gold
Rio de Janeiro,2016,Equestrian,Eventing,Michael Jung,GER,Men,Eventing Individual,X,Gold
Rio de Janeiro,2016,Equestrian,Eventing,Karim Laghouag_,FRA,Men,Eventing Team,X,Gold
Rio de Janeiro,2016,Equestrian,Eventing,Thibaut Vallette_,FRA,Men,Eventing Team,X,Gold
Rio de Janeiro,2016,Equestrian,Eventing,Mathieu Lemoine,FRA,Men,Eventing Team,X,Gold
Rio de Janeiro,2016,Equestrian,Eventing,Astier Nicolas_,FRA,Men,Eventing Team,X,Gold
Rio de Janeiro,2016,Equestrian,Jumping,Nick Skelton,GBR,Men,Jumping Individual,X,Gold
Rio de Janeiro,2016,Equestrian,Jumping,Philippe Rozier,FRA,Men,Jumping Team,X,Gold
Rio de Janeiro,2016,Equestrian,Jumping,Kevin Staut_,FRA,Men,Jumping Team,X,Gold
Rio de Janeiro,2016,Equestrian,Jumping,Roger-Yves Bost_,FRA,Men,Jumping Team,X,Gold
Rio de Janeiro,2016,Equestrian,Jumping,P_n_lope Leprevost_,FRA,Women,Jumping Team,X,Gold
Rio de Janeiro,2016,Sailing,Sailing,Santiago Lange,ARG,Men,Nacra 17 Mixed,X,Gold
Rio de Janeiro,2016,Sailing,Sailing,Cecilia Carranza Saroli,ARG,Women,Nacra 17 Mixed,X,Gold
Rio de Janeiro,2016,Tennis,Tennis,Bethanie Mattek-Sands,USA,Women,Mixed Doubles,X,Gold
Rio de Janeiro,2016,Tennis,Tennis,Jack Sock,USA,Men,Mixed Doubles,X,Gold
